EAEKOD_COD,Izena_Nomb,Zentro_mot,Info_gehia,Info_geh_1
015479,EIC BILBOKO HAURRESKOLA-MATIKO PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015479,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015479
014187,IES MARTÍN DE BERTENDONA BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014187,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014187
015733,CEIP FCO DE GOYA-OTXARKOAGA-L DE VEGA HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015733,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015733
015710,EIC BILBOKO HAURRESKOLA-FRANCISCO DE GOYA PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015710,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015710
015507,EIPR BBK IBARREKOLANDA HEPR,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015507,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015507
014709,CPEIPS TRUEBA DE ARTXANDA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014709,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014709
015305,CPES HARROBIA BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015305,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015305
015077,IES KARMELO IKASTOLA-SOLOKOETXE BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015077,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015077
015762,CAED HARROBIA KIIB,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015762,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015762
014191,IES REKALDEBERRI BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014191,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014191
014189,IES MIGUEL DE UNAMUNO BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014189,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014189
014664,CPEIPS SALESIANOS DEUSTO-M. AUX.-SA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014664,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014664
014696,CPES SAN LUIS BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014696,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014696
014131,CEIP MAESTRO GARCIA RIVERO HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014131,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014131
015502,EIPR BBK URAZURRUTIA HEPR,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015502,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015502
014619,CPEIPS ÁNGELES CUSTODIOS HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014619,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014619
014103,CEBAD BILBAO UOHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014103,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014103
014650,CPEIPS IBAIGANE HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014650,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014650
014658,CPEIPS LA SALLE BILBAO HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014658,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014658
014117,CEIP FÉLIX SERRANO HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014117,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014117
014629,CPEIPS BERRIO-OTXOA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014629,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014629
014192,IES SAN ADRIAN BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014192,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014192
014918,CEPA ITURRIBIDE HHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014918,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014918
014516,CPEIPS URRETXINDORRA IKASTOLA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014516,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014516
014618,CPEIPS AMOR MISERICORDIOSO HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014618,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014618
014162,CRI COCHERITO DE BILBAO IBT,Laguntzeko zentroa / Centro de apoyo,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014162,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014162
015720,EIPR TXIPLI TXAPLA HEPR,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015720,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015720
015339,CAED BIZKAIA KIIB,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015339,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015339
015224,CACPI GREMIO ART. CONFIT. PASTELERÍA HLPIB,,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015224,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015224
015226,CACPI ASOCIACIÓN MARGOTU HLPIB,,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015226,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015226
014704,CPES STA. MARÍA DE ARTAGAN BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014704,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014704
015074,IES IBAIZABAL BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015074,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015074
014157,CEIP ZAMAKOLA-JUAN DELMAS HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014157,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014157
015460,EIC BILBOKO HAURRESKOLA-ZAMAKOLA PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015460,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015460
015727,EIC BILBOKO HAURRESKOLA-BASURTO PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015727,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015727
014115,CEIP ELEJABARRI HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014115,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014115
015256,B01 BERRITZEGUNEA,Laguntzeko zentroa / Centro de apoyo,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015256,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015256
015633,BERRITZEGUNE NAGUSIA / BERRITZEGUNE NAGUSIA/BERRITZEGUNE CENTRAL,Laguntzeko zentroa / Centro de apoyo,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015633,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015633
014718,CPES ZABALBURU BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014718,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014718
015671,EIC BILBOKO HAURRESKOLA-ELEJABARRI PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015671,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015671
014648,CPES HERMANOS LARRINAGA S.L. BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014648,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014648
014651,CPEIPS IKASBIDE HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014651,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014651
014631,CPES CEINMARK BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014631,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014631
014641,CPEIPS ESCLAVAS SC - FÁTIMA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014641,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014641
014685,CPEIPS PUREZA DE MARÍA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014685,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014685
014683,CPEIPS PRESENTACIÓN DE MARÍA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014683,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014683
015687,EIC BILBOKO HAURRESKOLA-SAN FRANCISCO PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015687,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015687
015208,CPEI UMEDI HIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015208,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015208
014109,CEIP BIRJINETXE HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014109,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014109
014647,CPEIPS HIJAS DE LA CARIDAD-N. SRA DE BEGOÑA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014647,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014647
014637,CPEIPS EL AVE MARÍA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014637,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014637
015523,EIC ALONSOTEGIKO HAURRESKOLA PHE,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=015523,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=015523
014495,CPEIPS ABUSU IKASTOLA HLBHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014495,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014495
014105,CEIP ARTATSE HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014105,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014105
014643,CPES FERNANDO BHIP,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014643,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014643
014108,CEIP BASURTO HLHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014108,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014108
014508,CPI DEUSTUKO IKASTOLA IPI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014508,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014508
014188,IES GABRIEL ARESTI BHI,Ikastetxea / Centro escolar,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014188,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014188
014893,CACPI ADSIS HLPIB,,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=e&centro=014893,http://desaunix01.hezkuntza.jakina/e23/e23ListadosDifusion/e23EspecialidadesModelos/e23EspecialidadesModelosGIS.jsp?idioma=c&centro=014893
